invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,month
546315,22698,PINK REGENCY TEACUP AND SAUCER,6,11/03/2011,2.95,16558,United Kingdom,17.7,March
580027,23378,PACK OF 12 50'S CHRISTMAS TISSUES,8,1/12/2011,0.39,14178,United Kingdom,3.12,December
578289,23220,REINDEER HEART DECORATION GOLD,1,23/11/2011,0.83,17841,United Kingdom,0.83,November
545658,16237,SLEEPING CAT ERASERS,2,4/03/2011,0.21,14670,United Kingdom,0.42,March
555147,23089,GLASS BON BON JAR,12,31/05/2011,1.65,13505,Switzerland,19.8,May
540566,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,10/01/2011,0.85,17811,United Kingdom,1.7,January
574529,22980,PANTRY SCRUBBING BRUSH,1,4/11/2011,1.65,17233,United Kingdom,1.65,November
574863,22044,CHRISTMAS CARD STACK OF PRESENTS,24,7/11/2011,0.19,15719,United Kingdom,4.56,November
573300,84991,60 TEATIME FAIRY CAKE CASES,2,28/10/2011,0.55,16049,United Kingdom,1.1,October
557066,21498,RED RETROSPOT WRAP,25,16/06/2011,0.42,17463,United Kingdom,10.5,June
565386,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2/09/2011,0.55,17997,United Kingdom,0.55,September
575563,23470,CARD HOLDER LOVE BIRD LARGE,2,10/11/2011,6.25,17521,United Kingdom,12.5,November
581006,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,7/12/2011,1.45,14911,EIRE,17.4,December
565670,23270,SET OF 2 CERAMIC PAINTED HEARTS,48,6/09/2011,1.45,14944,United Kingdom,69.6,September
544944,21034,REX CASH+CARRY JUMBO SHOPPER,2,25/02/2011,0.95,14541,United Kingdom,1.9,February
573323,22728,ALARM CLOCK BAKELIKE PINK,3,30/10/2011,3.75,15708,United Kingdom,11.25,October
538508,22837,HOT WATER BOTTLE BABUSHKA,6,12/12/2010,4.65,15998,United Kingdom,27.9,December
561099,21407,BROWN CHECK CAT DOORSTOP,3,25/07/2011,4.25,14100,United Kingdom,12.75,July
549279,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,7/04/2011,2.08,16469,United Kingdom,2.08,April
537044,22471,TV DINNER TRAY AIR HOSTESS,3,5/12/2010,4.95,18055,United Kingdom,14.85,December
538637,48187,DOORMAT NEW ENGLAND,2,13/12/2010,7.95,17611,United Kingdom,15.9,December
576645,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,16/11/2011,1.25,16245,United Kingdom,15,November
577524,22155,STAR DECORATION RUSTIC,20,20/11/2011,0.42,16905,United Kingdom,8.4,November
557067,22382,LUNCH BAG SPACEBOY DESIGN,24,16/06/2011,1.65,13098,United Kingdom,39.6,June
546882,22801,ANTIQUE GLASS PEDESTAL BOWL,4,17/03/2011,3.75,14422,United Kingdom,15,March
536778,21257,VICTORIAN SEWING BOX MEDIUM,2,2/12/2010,7.95,13138,United Kingdom,15.9,December
569653,16238,PARTY TIME PENCIL ERASERS,28,5/10/2011,0.21,12451,Switzerland,5.88,October
581134,22905,CALENDAR IN SEASON DESIGN,1,7/12/2011,1.25,16368,United Kingdom,1.25,December
558420,20717,STRAWBERRY SHOPPER BAG,4,29/06/2011,1.25,14577,United Kingdom,5,June
579093,22662,LUNCH BAG DOLLY GIRL DESIGN,10,28/11/2011,1.65,13081,United Kingdom,16.5,November
553402,84692,BOX OF 24 COCKTAIL PARASOLS,1,16/05/2011,0.42,17898,United Kingdom,0.42,May
551652,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/05/2011,0.42,12643,France,10.08,May
537399,20986,BLUE CALCULATOR RULER,4,6/12/2010,1.25,13030,United Kingdom,5,December
572129,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,21/10/2011,1.65,17528,United Kingdom,19.8,October
568191,22727,ALARM CLOCK BAKELIKE RED,3,25/09/2011,3.75,16655,United Kingdom,11.25,September
572047,22356,CHARLOTTE BAG PINK POLKADOT,3,20/10/2011,0.85,16474,United Kingdom,2.55,October
567488,23397,FOOT STOOL HOME SWEET HOME,1,20/09/2011,9.95,17564,United Kingdom,9.95,September
539181,21584,RETROSPOT SMALL TUBE MATCHES,4,16/12/2010,1.65,12748,United Kingdom,6.6,December
580526,23295,SET OF 12 MINI LOAF BAKING CASES,8,4/12/2011,0.83,16535,United Kingdom,6.64,December
573019,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,27/10/2011,2.95,15145,United Kingdom,17.7,October
570285,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,10/10/2011,1.65,16637,United Kingdom,19.8,October
557900,23050,RECYCLED ACAPULCO MAT GREEN,2,23/06/2011,8.25,13098,United Kingdom,16.5,June
562263,23343,JUMBO BAG VINTAGE CHRISTMAS,2,3/08/2011,2.08,17514,United Kingdom,4.16,August
566281,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,6,11/09/2011,1.69,12748,United Kingdom,10.14,September
576079,23323,WHITE WICKER STAR,2,13/11/2011,2.1,16877,United Kingdom,4.2,November
564352,21221,SET/4 BADGES CUTE CREATURES,10,24/08/2011,1.25,14262,United Kingdom,12.5,August
573576,22945,CHRISTMAS METAL TAGS ASSORTED,12,31/10/2011,1.8,14096,United Kingdom,21.6,October
565413,22197,POPCORN HOLDER,12,4/09/2011,0.85,18223,United Kingdom,10.2,September
580076,21810,CHRISTMAS HANGING STAR WITH BELL,48,1/12/2011,0.39,15602,United Kingdom,18.72,December
563016,22078,RIBBON REEL LACE DESIGN,10,11/08/2011,2.1,15358,United Kingdom,21,August
540543,22788,BROCANTE COAT RACK,4,9/01/2011,9.95,14395,United Kingdom,39.8,January
548741,22716,CARD CIRCUS PARADE,12,4/04/2011,0.42,16224,United Kingdom,5.04,April
546261,84462,3 PINK HEN+CHICKS IN BASKET,1,10/03/2011,1.25,17841,United Kingdom,1.25,March
572719,20724,RED RETROSPOT CHARLOTTE BAG,10,25/10/2011,0.85,13871,United Kingdom,8.5,October
576611,23229,VINTAGE DONKEY TAIL GAME,1,15/11/2011,3.75,17357,United Kingdom,3.75,November
560504,22614,PACK OF 12 SPACEBOY TISSUES,24,19/07/2011,0.29,13081,United Kingdom,6.96,July
577818,23313,VINTAGE CHRISTMAS BUNTING,10,22/11/2011,4.95,13456,United Kingdom,49.5,November
580636,22754,SMALL RED BABUSHKA NOTEBOOK,24,5/12/2011,0.21,16746,United Kingdom,5.04,December
554283,23284,DOORMAT KEEP CALM AND COME IN,4,23/05/2011,7.95,17686,United Kingdom,31.8,May
546414,21844,RED RETROSPOT MUG,2,13/03/2011,2.95,16768,United Kingdom,5.9,March
581125,23597,PAPER BUNTING PAISLEY PARK,1,7/12/2011,2.95,14087,United Kingdom,2.95,December
546429,22417,PACK OF 60 SPACEBOY CAKE CASES,1,13/03/2011,0.55,17611,United Kingdom,0.55,March
542005,22386,JUMBO BAG PINK POLKADOT,10,25/01/2011,1.95,14409,United Kingdom,19.5,January
568715,22478,BIRDHOUSE GARDEN MARKER,10,28/09/2011,1.25,17783,United Kingdom,12.5,September
549750,22699,ROSES REGENCY TEACUP AND SAUCER,1,12/04/2011,2.95,18109,United Kingdom,2.95,April
536874,79067,CORONA MEXICAN TRAY,1,3/12/2010,3.75,16891,United Kingdom,3.75,December
563662,22551,PLASTERS IN TIN SPACEBOY,12,18/08/2011,1.65,12729,France,19.8,August
578946,20973,12 PENCIL SMALL TUBE WOODLAND,2,27/11/2011,0.65,16005,United Kingdom,1.3,November
538032,47566,PARTY BUNTING,5,9/12/2010,4.65,14479,United Kingdom,23.25,December
538638,22154,ANGEL DECORATION 3 BUTTONS,6,13/12/2010,0.42,17231,United Kingdom,2.52,December
577735,22109,FULL ENGLISH BREAKFAST PLATE,4,21/11/2011,3.75,14482,United Kingdom,15,November
543555,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,10/02/2011,1.25,17686,United Kingdom,15,February
573142,23365,SET 12 COLOUR PENCILS LOVE LONDON,48,27/10/2011,0.65,18035,United Kingdom,31.2,October
572240,23319,BOX OF 6 MINI 50'S CRACKERS,6,21/10/2011,2.49,13709,United Kingdom,14.94,October
565473,23199,JUMBO BAG APPLES,10,5/09/2011,2.08,16717,United Kingdom,20.8,September
566913,23096,PETIT TRAY CHIC,12,15/09/2011,1.65,17602,United Kingdom,19.8,September
574481,22632,HAND WARMER RED RETROSPOT,1,4/11/2011,2.1,18022,United Kingdom,2.1,November
568938,21123,SET/10 IVORY POLKADOT PARTY CANDLES,4,29/09/2011,1.25,17220,United Kingdom,5,September
553739,22729,ALARM CLOCK BAKELIKE ORANGE,4,19/05/2011,3.75,14895,United Kingdom,15,May
552978,21164,HOME SWEET HOME METAL SIGN,72,12/05/2011,2.55,12590,Germany,183.6,May
570192,22077,6 RIBBONS RUSTIC CHARM,12,7/10/2011,1.95,17509,United Kingdom,23.4,October
559364,23209,LUNCH BAG DOILEY PATTERN,10,8/07/2011,1.65,17735,United Kingdom,16.5,July
558709,23239,SET OF 4 KNICK KNACK TINS POPPIES,2,1/07/2011,4.15,17338,United Kingdom,8.3,July
545912,22423,REGENCY CAKESTAND 3 TIER,16,8/03/2011,10.95,15944,United Kingdom,175.2,March
553182,23298,SPOTTY BUNTING,3,15/05/2011,4.95,17107,United Kingdom,14.85,May
542526,22667,RECIPE BOX RETROSPOT,4,28/01/2011,2.95,14659,United Kingdom,11.8,January
552882,23165,LARGE CERAMIC TOP STORAGE JAR,72,12/05/2011,1.45,14646,Netherlands,104.4,May
543803,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,13/02/2011,2.95,17126,United Kingdom,5.9,February
572103,21369,MIRRORED WALL ART SPLODGES,1,20/10/2011,1.25,17571,United Kingdom,1.25,October
562209,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,3/08/2011,7.9,13213,United Kingdom,15.8,August
576200,23534,WALL ART STOP FOR TEA,1,14/11/2011,5.95,15572,United Kingdom,5.95,November
575751,23298,SPOTTY BUNTING,12,11/11/2011,4.95,14911,EIRE,59.4,November
565916,23290,SPACEBOY CHILDRENS BOWL,8,7/09/2011,1.25,14156,EIRE,10,September
552770,22938,CUPCAKE LACE PAPER SET 6,12,11/05/2011,1.95,13404,United Kingdom,23.4,May
538208,20727,LUNCH BAG BLACK SKULL.,2,10/12/2010,1.65,14037,United Kingdom,3.3,December
573955,23436,VINTAGE CHRISTMAS GIFT BAG LARGE,12,2/11/2011,1.25,14216,United Kingdom,15,November
567161,22558,CLOTHES PEGS RETROSPOT PACK 24,96,18/09/2011,1.45,15947,United Kingdom,139.2,September
546028,22203,MILK PAN RED RETROSPOT,4,9/03/2011,3.75,17049,United Kingdom,15,March
576381,20723,STRAWBERRY CHARLOTTE BAG,10,15/11/2011,0.85,12839,United Kingdom,8.5,November
579184,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,28/11/2011,2.1,16746,United Kingdom,12.6,November
538198,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,10/12/2010,1.95,17827,United Kingdom,11.7,December
562457,23230,WRAP ALPHABET DESIGN,50,5/08/2011,0.42,18079,United Kingdom,21,August
560711,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,20/07/2011,1.45,17841,United Kingdom,2.9,July
574678,22530,MAGIC DRAWING SLATE DOLLY GIRL,24,6/11/2011,0.42,13365,United Kingdom,10.08,November
560864,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,21/07/2011,0.79,14407,United Kingdom,18.96,July
559876,21967,PACK OF 12 SKULL TISSUES,12,13/07/2011,0.29,15752,United Kingdom,3.48,July
553702,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,18/05/2011,0.85,13263,United Kingdom,2.55,May
539307,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,16/12/2010,7.95,13694,United Kingdom,31.8,December
574741,22562,MONSTERS STENCIL CRAFT,1,6/11/2011,1.25,15993,United Kingdom,1.25,November
568713,23283,DOORMAT VINTAGE LEAF,2,28/09/2011,8.25,13061,United Kingdom,16.5,September
540278,22862,LOVE HEART NAPKIN BOX,1,6/01/2011,4.25,15719,United Kingdom,4.25,January
561661,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,28/07/2011,8.5,12743,Unspecified,17,July
554158,21918,SET 12 KIDS COLOUR CHALK STICKS,12,23/05/2011,0.42,15563,United Kingdom,5.04,May
563037,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,11/08/2011,2.95,12362,Belgium,17.7,August
541602,22308,TEA COSY BLUE STRIPE,1,19/01/2011,2.55,17231,United Kingdom,2.55,January
544098,21497,FANCY FONTS BIRTHDAY WRAP,25,16/02/2011,0.42,16019,United Kingdom,10.5,February
538196,20725,LUNCH BAG RED RETROSPOT,10,10/12/2010,1.65,12731,France,16.5,December
550327,21668,RED STRIPE CERAMIC DRAWER KNOB,24,17/04/2011,1.25,12878,United Kingdom,30,April
567310,22096,PINK PAISLEY SQUARE TISSUE BOX,5,19/09/2011,0.39,15504,United Kingdom,1.95,September
574839,22914,BLUE COAT RACK PARIS FASHION,1,7/11/2011,4.95,15493,United Kingdom,4.95,November
581188,21408,SPOTTY PINK DUCK DOORSTOP,32,7/12/2011,1.95,17735,United Kingdom,62.4,December
538370,22699,ROSES REGENCY TEACUP AND SAUCER,3,12/12/2010,2.95,16923,United Kingdom,8.85,December
542611,22804,CANDLEHOLDER PINK HANGING HEART,6,30/01/2011,2.95,15415,United Kingdom,17.7,January
561113,22662,LUNCH BAG DOLLY GIRL DESIGN,1,25/07/2011,1.65,17841,United Kingdom,1.65,July
581476,23430,BLUE RETRO KITCHEN WALL CLOCK,2,9/12/2011,8.15,12433,Norway,16.3,December
562984,22134,MINI LADLE LOVE HEART RED,5,11/08/2011,0.42,17841,United Kingdom,2.1,August
566219,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,9/09/2011,1.25,17426,United Kingdom,15,September
561465,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,27/07/2011,2.95,16447,United Kingdom,2.95,July
551385,85066,CREAM SWEETHEART MINI CHEST,2,28/04/2011,12.75,16814,United Kingdom,25.5,April
569570,23284,DOORMAT KEEP CALM AND COME IN,150,5/10/2011,7.08,16684,United Kingdom,1062,October
561869,20728,LUNCH BAG CARS BLUE,1,31/07/2011,1.65,16764,United Kingdom,1.65,July
563227,37446,MINI CAKE STAND WITH HANGING CAKES,32,14/08/2011,1.25,14301,United Kingdom,40,August
563912,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,21/08/2011,4.95,17675,United Kingdom,14.85,August
580136,21111,"SWISS ROLL TOWEL, CHOCOLATE SPOTS",1,1/12/2011,2.95,17841,United Kingdom,2.95,December
575932,23489,VINTAGE BELLS GARLAND,2,13/11/2011,2.89,16923,United Kingdom,5.78,November
562587,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,7/08/2011,2.08,15640,United Kingdom,20.8,August
578698,23660,HENRIETTA HEN MUG,12,25/11/2011,1.65,12620,France,19.8,November
571945,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,120,20/10/2011,1.25,17354,United Kingdom,150,October
575574,21155,RED RETROSPOT PEG BAG,1,10/11/2011,2.55,14606,United Kingdom,2.55,November
578506,20752,BLUE POLKADOT WASHING UP GLOVES,2,24/11/2011,2.1,17458,United Kingdom,4.2,November
555543,22798,ANTIQUE GLASS DRESSING TABLE POT,8,5/06/2011,2.95,13089,United Kingdom,23.6,June
575624,23296,SET OF 6 TEA TIME BAKING CASES,24,10/11/2011,1.25,18217,United Kingdom,30,November
565242,23104,IVORY CAFE HANGING LAMP,1,2/09/2011,12.5,14436,United Kingdom,12.5,September
556910,22991,GIRAFFE WOODEN RULER,6,15/06/2011,1.95,12748,United Kingdom,11.7,June
567879,23368,SET 12 COLOUR PENCILS DOLLY GIRL,24,22/09/2011,0.65,16161,United Kingdom,15.6,September
557322,21871,SAVE THE PLANET MUG,36,20/06/2011,1.25,17444,Canada,45,June
568709,22970,LONDON BUS COFFEE MUG,2,28/09/2011,2.55,15036,United Kingdom,5.1,September
570827,72818,CHRISTMAS DECOUPAGE CANDLE,24,12/10/2011,0.39,15831,United Kingdom,9.36,October
562584,21621,VINTAGE UNION JACK BUNTING,4,7/08/2011,8.5,13752,United Kingdom,34,August
556280,21169,YOU'RE CONFUSING ME METAL SIGN,4,9/06/2011,1.69,14584,United Kingdom,6.76,June
565315,22561,WOODEN SCHOOL COLOURING SET,12,2/09/2011,1.65,14019,United Kingdom,19.8,September
560728,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,20/07/2011,4.95,12520,Germany,14.85,July
562269,23052,RECYCLED ACAPULCO MAT TURQUOISE,4,3/08/2011,8.25,14056,United Kingdom,33,August
571046,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,13/10/2011,5.95,18096,United Kingdom,5.95,October
544098,22423,REGENCY CAKESTAND 3 TIER,16,16/02/2011,10.95,16019,United Kingdom,175.2,February
548968,22333,RETROSPOT PARTY BAG + STICKER SET,24,5/04/2011,1.65,12744,Singapore,39.6,April
553423,22519,CHILDS GARDEN BRUSH PINK,3,17/05/2011,2.1,17811,United Kingdom,6.3,May
566557,23064,CINDERELLA CHANDELIER,4,13/09/2011,41.75,14646,Netherlands,167,September
543821,22151,PLACE SETTING WHITE HEART,24,14/02/2011,0.42,17667,United Kingdom,10.08,February
553014,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,12/05/2011,1.25,13451,United Kingdom,7.5,May
558757,35648,VINTAGE BEAD PINK PURSE,1,3/07/2011,0.83,13148,United Kingdom,0.83,July
545543,22285,HANGING HEN ON NEST DECORATION,12,3/03/2011,1.65,13476,United Kingdom,19.8,March
542595,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,30/01/2011,2.95,14040,United Kingdom,2.95,January
552261,22197,SMALL POPCORN HOLDER,24,8/05/2011,0.85,16807,United Kingdom,20.4,May
559106,22068,BLACK PIRATE TREASURE CHEST,2,6/07/2011,1.65,15889,United Kingdom,3.3,July
541567,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,19/01/2011,4.95,12681,France,19.8,January
556536,22847,BREAD BIN DINER STYLE IVORY,1,13/06/2011,16.95,17795,United Kingdom,16.95,June
578041,20846,ZINC HEART LATTICE T-LIGHT HOLDER,6,22/11/2011,1.25,17338,United Kingdom,7.5,November
557954,23316,RED REFECTORY CLOCK,1,23/06/2011,9.95,15023,United Kingdom,9.95,June
564635,20725,LUNCH BAG RED RETROSPOT,10,26/08/2011,1.65,15615,United Kingdom,16.5,August
569650,20978,36 PENCILS TUBE SKULLS,128,5/10/2011,1.06,12415,Australia,135.68,October
571475,21982,PACK OF 12 SUKI TISSUES,12,17/10/2011,0.39,15033,United Kingdom,4.68,October
574336,23203,JUMBO BAG VINTAGE DOILY,10,4/11/2011,2.08,12397,Belgium,20.8,November
571065,22437,SET OF 9 BLACK SKULL BALLOONS,20,13/10/2011,0.85,12613,Germany,17,October
543214,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,4/02/2011,3.45,12779,Poland,82.8,February
577071,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,5,17/11/2011,1.65,13969,United Kingdom,8.25,November
576543,35970,ZINC FOLKART SLEIGH BELLS,12,15/11/2011,1.69,13236,United Kingdom,20.28,November
539250,21110,LARGE CAKE TOWEL PINK SPOTS,24,16/12/2010,1.95,15157,United Kingdom,46.8,December
571065,21481,FAWN BLUE HOT WATER BOTTLE,4,13/10/2011,3.75,12613,Germany,15,October
538169,22470,HEART OF WICKER LARGE,4,9/12/2010,2.95,13230,United Kingdom,11.8,December
550838,22382,LUNCH BAG SPACEBOY DESIGN,2,21/04/2011,1.65,14577,United Kingdom,3.3,April
568788,23298,SPOTTY BUNTING,1,29/09/2011,4.95,17894,United Kingdom,4.95,September
554139,22424,ENAMEL BREAD BIN CREAM,2,23/05/2011,12.75,14911,EIRE,25.5,May
542360,22843,BISCUIT TIN VINTAGE GREEN,1,27/01/2011,6.75,14701,United Kingdom,6.75,January
573315,22535,MAGIC DRAWING SLATE BUNNIES,2,28/10/2011,0.42,17839,United Kingdom,0.84,October
560453,22432,WATERING CAN PINK BUNNY,12,19/07/2011,1.95,13209,United Kingdom,23.4,July
554261,23094,LE GRAND TRAY CHIC SET,1,23/05/2011,12.5,16033,United Kingdom,12.5,May
549669,22962,JAM JAR WITH PINK LID,3,11/04/2011,0.85,13113,United Kingdom,2.55,April
578088,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,2,22/11/2011,1.45,16376,United Kingdom,2.9,November
562031,82552,WASHROOM METAL SIGN,9,1/08/2011,1.45,16984,United Kingdom,13.05,August
546428,22746,POPPY'S PLAYHOUSE LIVINGROOM,6,13/03/2011,2.1,12681,France,12.6,March
569555,22594,CHRISTMAS GINGHAM TREE,12,5/10/2011,0.85,17728,United Kingdom,10.2,October
549592,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,11/04/2011,14.95,14311,United Kingdom,14.95,April
578472,23245,SET OF 3 REGENCY CAKE TINS,4,24/11/2011,4.95,12476,Germany,19.8,November
570126,22367,CHILDRENS APRON SPACEBOY DESIGN,1,7/10/2011,1.95,16910,United Kingdom,1.95,October
537334,22730,ALARM CLOCK BAKELIKE IVORY,2,6/12/2010,3.75,16719,United Kingdom,7.5,December
572865,23031,DRAWER KNOB CRACKLE GLAZE PINK,2,26/10/2011,1.65,17841,United Kingdom,3.3,October
550183,22973,CHILDREN'S CIRCUS PARADE MUG,6,14/04/2011,1.65,14105,United Kingdom,9.9,April
545165,48184,DOORMAT ENGLISH ROSE,1,28/02/2011,7.95,16339,United Kingdom,7.95,February
555203,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,1/06/2011,1.25,17191,United Kingdom,15,June
567142,23290,SPACEBOY CHILDRENS BOWL,8,16/09/2011,1.25,14262,United Kingdom,10,September
557276,23301,GARDENERS KNEELING PAD KEEP CALM,6,19/06/2011,1.65,16931,United Kingdom,9.9,June
573362,23108,SET OF 10 LED DOLLY LIGHTS,4,30/10/2011,6.25,12597,Spain,25,October
561658,22900,SET 2 TEA TOWELS I LOVE LONDON,1,28/07/2011,3.25,12743,Unspecified,3.25,July
551057,22692,DOORMAT WELCOME TO OUR HOME,1,26/04/2011,7.95,16942,United Kingdom,7.95,April
572873,23340,VINTAGE CHRISTMAS CAKE FRILL,12,26/10/2011,1.65,12820,United Kingdom,19.8,October
577782,23100,SILVER BELLS TABLE DECORATION,1,21/11/2011,1.25,16549,United Kingdom,1.25,November
577495,23301,GARDENERS KNEELING PAD KEEP CALM,6,20/11/2011,1.65,14704,United Kingdom,9.9,November
557278,22558,CLOTHES PEGS RETROSPOT PACK 24,12,19/06/2011,1.65,13089,United Kingdom,19.8,June
573406,23199,JUMBO BAG APPLES,10,30/10/2011,2.08,14112,United Kingdom,20.8,October
573311,23356,LOVE HOT WATER BOTTLE,1,28/10/2011,5.95,14071,United Kingdom,5.95,October
577319,23170,REGENCY TEA PLATE ROSES,2,18/11/2011,1.65,17301,United Kingdom,3.3,November
540856,22915,ASSORTED BOTTLE TOP MAGNETS,12,12/01/2011,0.42,16655,United Kingdom,5.04,January
550457,21175,GIN + TONIC DIET METAL SIGN,48,18/04/2011,2.08,13798,United Kingdom,99.84,April
558881,21403,BLUE EGG SPOON,24,4/07/2011,0.12,12705,Germany,2.88,July
541113,21527,RED RETROSPOT TRADITIONAL TEAPOT,2,13/01/2011,7.95,16775,United Kingdom,15.9,January
575584,23203,JUMBO BAG VINTAGE DOILY,10,10/11/2011,2.08,12682,France,20.8,November
557786,23165,LARGE CERAMIC TOP STORAGE JAR,4,22/06/2011,1.65,15550,United Kingdom,6.6,June
559317,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,7/07/2011,8.25,17611,United Kingdom,8.25,July
577039,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,17/11/2011,8.25,12539,Spain,16.5,November
548358,22647,CERAMIC LOVE HEART MONEY BANK,12,30/03/2011,1.45,15832,United Kingdom,17.4,March
539484,22971,QUEENS GUARD COFFEE MUG,6,19/12/2010,2.55,15640,United Kingdom,15.3,December
580697,21683,MEDIUM MEDINA STAMPED METAL BOWL,6,5/12/2011,2.95,15984,United Kingdom,17.7,December
576852,84991,60 TEATIME FAIRY CAKE CASES,2,16/11/2011,0.55,16809,United Kingdom,1.1,November
546922,22692,DOORMAT WELCOME TO OUR HOME,10,18/03/2011,6.75,14110,United Kingdom,67.5,March
553672,22423,REGENCY CAKESTAND 3 TIER,1,18/05/2011,12.75,15811,United Kingdom,12.75,May
550675,84978,HANGING HEART JAR T-LIGHT HOLDER,24,20/04/2011,1.25,15260,United Kingdom,30,April
577756,22029,SPACEBOY BIRTHDAY CARD,12,21/11/2011,0.42,15115,United Kingdom,5.04,November
576056,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,20,13/11/2011,0.79,17720,United Kingdom,15.8,November
577723,22396,MAGNETS PACK OF 4 RETRO PHOTO,4,21/11/2011,0.39,16713,United Kingdom,1.56,November
566288,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,11/09/2011,0.85,12883,United Kingdom,10.2,September
556728,23202,JUMBO BAG VINTAGE LEAF,1,14/06/2011,2.08,15719,United Kingdom,2.08,June
544582,22629,SPACEBOY LUNCH BOX,24,21/02/2011,1.95,13410,United Kingdom,46.8,February
578244,23475,WOODLAND SMALL PINK FELT HEART,10,23/11/2011,0.83,15727,United Kingdom,8.3,November
562569,23293,SET OF 12 FAIRY CAKE BAKING CASES,3,7/08/2011,0.83,17323,United Kingdom,2.49,August
576899,21136,PAINTED METAL PEARS ASSORTED,8,17/11/2011,1.69,14911,EIRE,13.52,November
554598,23300,GARDENERS KNEELING PAD CUP OF TEA,3,25/05/2011,1.65,13263,United Kingdom,4.95,May
541782,22355,CHARLOTTE BAG SUKI DESIGN,10,21/01/2011,0.85,13102,United Kingdom,8.5,January
547730,21175,GIN + TONIC DIET METAL SIGN,4,25/03/2011,2.55,14796,United Kingdom,10.2,March
547243,22264,FELT FARM ANIMAL WHITE BUNNY,1,21/03/2011,0.85,17231,United Kingdom,0.85,March
540372,22567,20 DOLLY PEGS RETROSPOT,12,6/01/2011,1.25,13081,United Kingdom,15,January
569024,23319,BOX OF 6 MINI 50'S CRACKERS,12,30/09/2011,2.49,12822,United Kingdom,29.88,September
552826,22840,ROUND CAKE TIN VINTAGE RED,2,11/05/2011,7.95,14277,France,15.9,May
559368,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,8/07/2011,1.65,17031,United Kingdom,16.5,July
573122,23344,JUMBO BAG 50'S CHRISTMAS,3,27/10/2011,2.08,14357,United Kingdom,6.24,October
549923,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4,13/04/2011,3.75,13138,United Kingdom,15,April
574054,22508,DOORSTOP RETROSPOT HEART,4,2/11/2011,3.75,18104,United Kingdom,15,November
575326,23083,SET 6 PAPER TABLE LANTERN STARS,12,9/11/2011,3.75,12532,France,45,November
574555,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,4/11/2011,8.5,16426,United Kingdom,8.5,November
543468,20972,PINK CREAM FELT CRAFT TRINKET BOX,2,8/02/2011,1.25,14562,United Kingdom,2.5,February
575366,23206,LUNCH BAG APPLE DESIGN,10,9/11/2011,1.65,14621,United Kingdom,16.5,November
559025,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,5/07/2011,0.65,16338,United Kingdom,15.6,July
537773,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5,8/12/2010,3.25,16016,United Kingdom,16.25,December
536643,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6,2/12/2010,0.85,14390,United Kingdom,5.1,December
